Log Name,File Name,solfndby,Nodes,Active,LPit/n,IntInf,BestBound,BestSolution,Gap,Time
test13183895.run242.lectsched-5-obj.log,lectsched-5-obj,,544,1,387.2,354,2.400000e+01,2.400000e+01,0.00%,10.53
test13183895.run243.leo1.log,leo1,,27302,0,96.0,94,4.042275e+08,4.042275e+08,0.00%,161
test13183895.run244.leo2.log,leo2,,59702,0,102.5,96,4.040774e+08,4.040774e+08,0.00%,436
test13183895.run245.loopha13.log,loopha13,,427075,0,81.8,114,6.402330e+00,6.402330e+00,0.00%,647
test13183895.run246.lotsize.log,lotsize,,46244,0,212.2,539,1.480195e+06,1.480195e+06,0.00%,1124
test13183895.run247.lrn.log,lrn,,19555,0,31.6,38,4.447926e+07,4.447926e+07,0.00%,52.17
test13183895.run248.mad.log,mad,,2388210,0,3.7,14,2.680000e-02,2.680000e-02,0.00%,96.43
test13183895.run249.manna81.log,manna81,,1,0,267.0,810,-1.316400e+04,-1.316400e+04,0.00%,0.24
test13183895.run250.map06.log,map06,,1116,0,1273,42,-2.890000e+02,-2.890000e+02,0.00%,76.37
test13183895.run251.map10.log,map10,,1203,0,1120,54,-4.950000e+02,-4.950000e+02,0.00%,82.33
test13183895.run252.map14860-20.log,map14860-20,,182,0,717.0,6,-9.220000e+02,-9.220000e+02,0.00%,21.90
test13183895.run253.map16715-04.log,map16715-04,,2099,0,1148,25,-1.110000e+02,-1.110000e+02,0.00%,139
test13183895.run254.map18.log,map18,,152,0,810.2,6,-8.470000e+02,-8.470000e+02,0.00%,31.48
test13183895.run255.mappingmesh3x3mpeg2i.log,mappingmesh3x3mpeg2i,,1682,0,264.7,62,9.050000e+02,9.050000e+02,0.00%,8.86
test13183895.run256.mario-t-hard5i.log,mario-t-hard5i,,3998,0,1003,25,-4.482000e+03,-4.482000e+03,0.00%,305
test13183895.run257.maritime-jg3d9.log,maritime-jg3d9,,1,0,0.0,0,1.000000e+30,--,0.00%,1.19
test13183895.run258.markshare1.log,markshare1,,377973720,14876796,1.7,6,6.275513e-11,3.000000e+00,100.0%,7200
test13183895.run259.markshare2.log,markshare2,,300612184,19790227,2.4,7,3.092282e-11,9.000000e+00,100.0%,7200
test13183895.run260.markshare_4_0.log,markshare_4_0,,637059,0,1.1,4,1.000000e+00,1.000000e+00,0.00%,6.31
test13183895.run261.markshare_5_0.log,markshare_5_0,,103256996,0,1.3,5,1.000000e+00,1.000000e+00,0.00%,1510
test13183895.run262.mas74.log,mas74,,1491002,0,5.2,11,1.180119e+04,1.180119e+04,0.00%,43.56
test13183895.run263.mas76.log,mas76,,127422,0,4.9,11,4.000505e+04,4.000505e+04,0.00%,3.74
test13183895.run264.maxgasflow.log,maxgasflow,,6972542,1223681,11.4,490,-4.480966e+07,-4.456582e+07,0.54%,7200
test13183895.run265.mc11.log,mc11,,1,0,12788,0,1.168900e+04,1.168900e+04,0.00%,3.65
test13183895.run266.mc7.log,mc7,,2,0,16845,444,3.417000e+03,3.417000e+03,0.00%,7.19
test13183895.run267.mc8.log,mc8,,1,0,24660,237,1.566000e+03,1.566000e+03,0.00%,5.03
test13183895.run268.mcsched.log,mcsched,,5086,0,221.3,734,2.119130e+05,2.119130e+05,0.00%,44.07
test13183895.run269.mik-250-20-75-1.log,mik-250-20-75-1,,219,0,28.0,16,-4.971600e+04,-4.971600e+04,0.00%,0.33
test13183895.run270.mik-250-20-75-2.log,mik-250-20-75-2,,44,0,43.9,17,-5.076800e+04,-5.076800e+04,0.00%,0.33
test13183895.run271.mik-250-20-75-3.log,mik-250-20-75-3,,264,0,25.7,37,-5.224200e+04,-5.224200e+04,0.00%,0.38
test13183895.run272.mik-250-20-75-4.log,mik-250-20-75-4,,1412,0,26.4,13,-5.230100e+04,-5.230100e+04,0.00%,0.81
test13183895.run273.mik-250-20-75-5.log,mik-250-20-75-5,,204,0,21.0,33,-5.153200e+04,-5.153200e+04,0.00%,0.32
test13183895.run274.milo-v12-6-r1-58-1.log,milo-v12-6-r1-58-1,,2147701,7712,47.9,178,6.249564e+05,6.365264e+05,1.82%,7200
test13183895.run275.milo-v12-6-r2-40-1.log,milo-v12-6-r2-40-1,,91553,0,91.9,93,3.264811e+05,3.264811e+05,0.00%,320
test13183895.run276.milo-v13-4-3d-3-0.log,milo-v13-4-3d-3-0,,19254427,11401092,55.0,19,2.154527e+05,2.779938e+05,22.5%,7200
test13183895.run277.mine-166-5.log,mine-166-5,,1388,0,14.1,4,-5.663957e+08,-5.663957e+08,0.00%,2.86
test13183895.run278.mine-90-10.log,mine-90-10,,11442,0,23.6,111,-7.843023e+08,-7.843023e+08,0.00%,10.48
test13183895.run279.misc04inf.log,misc04inf,,1,0,42.0,6,1.000000e+30,--,0.00%,0.29
test13183895.run280.misc05inf.log,misc05inf,,1,0,48.0,15,1.000000e+30,--,0.00%,0.08
test13183895.run281.misc07.log,misc07,,2282,0,9.4,16,2.810000e+03,2.810000e+03,0.00%,0.81
test13183895.run282.mitre.log,mitre,,1,0,87.0,0,1.151550e+05,1.151550e+05,0.00%,0.36
test13183895.run283.mkc1.log,mkc1,,3468,0,11.5,5,-6.072070e+02,-6.072070e+02,0.00%,3.94
test13183895.run284.mkc.log,mkc,,40753184,740320,3.9,13,-5.645300e+02,-5.638460e+02,0.12%,7200
test13183895.run285.mod008inf.log,mod008inf,,2,0,51.0,13,1.000000e+30,--,0.00%,0.12
test13183895.run286.mod010.log,mod010,,1,0,194.0,0,6.548000e+03,6.548000e+03,0.00%,0.26
test13183895.run287.mod011.log,mod011,,838,0,348.4,2,-5.455854e+07,-5.455854e+07,0.00%,18.76
test13183895.run288.momentum1.log,momentum1,,2394013,404825,39.4,50,1.072169e+05,1.091435e+05,1.77%,7200
test13183895.run289.momentum2.log,momentum2,,284449,0,35.6,151,1.231403e+04,1.231403e+04,0.00%,1769
test13183895.run290.mrcpspj30-15-5i.log,mrcpspj30-15-5i,,17848,0,59.4,173,2.400000e+01,2.400000e+01,0.00%,22.70
test13183895.run291.mrcpspj30-17-10i.log,mrcpspj30-17-10i,,5489,0,38.9,25,2.600000e+01,2.600000e+01,0.00%,8.63
test13183895.run292.mrcpspj30-53-3i.log,mrcpspj30-53-3i,,405251,0,25.7,119,3.400000e+01,3.400000e+01,0.00%,216
test13183895.run293.msc98-ip.log,msc98-ip,,547,4,493.1,58,1.983950e+07,1.983950e+07,0.00%,24.90
test13183895.run294.mspsphard01i.log,mspsphard01i,,351,0,1296,218,3.500000e+01,3.500000e+01,0.00%,50.93
test13183895.run295.mspsphard03i.log,mspsphard03i,,2762,0,753.3,50,3.000000e+01,3.000000e+01,0.00%,234
test13183895.run296.mtest4ma.log,mtest4ma,,1,0,908.0,0,5.214800e+04,5.214800e+04,0.00%,0.81
test13183895.run297.mushroom-best.log,mushroom-best,,2621,0,85.5,2,5.533376e-02,5.533376e-02,0.00%,35.29
test13183895.run298.mzzv11.log,mzzv11,,53,0,335.6,175,-2.171800e+04,-2.171800e+04,0.00%,7.18
test13183895.run299.mzzv42z.log,mzzv42z,,1,0,3976,212,-2.054000e+04,-2.054000e+04,0.00%,5.44
test13183895.run300.n13-3.log,n13-3,,43,0,67.5,8,1.338500e+04,1.338500e+04,0.00%,0.34
test13183895.run301.n2seq36f.log,n2seq36f,,32,0,31.1,1,5.220000e+04,5.220000e+04,0.00%,0.45
test13183895.run302.n2seq36q.log,n2seq36q,,927,0,324.5,151,5.220000e+04,5.220000e+04,0.00%,52.02
test13183895.run303.n3div36.log,n3div36,,4009,0,45.4,10,1.308000e+05,1.308000e+05,0.00%,40.24
test13183895.run304.n3seq24.log,n3seq24,,53886,0,133.0,194,5.220000e+04,5.220000e+04,0.00%,1638
test13183895.run305.n5-3.log,n5-3,,96,0,229.5,0,8.105000e+03,8.105000e+03,0.00%,2.52
test13183895.run306.n6-3.log,n6-3,,424,0,115.3,0,1.517500e+04,1.517500e+04,0.00%,2.90
test13183895.run307.n7-3.log,n7-3,,397,0,218.6,3,1.542600e+04,1.542600e+04,0.00%,3.69
test13183895.run308.n9-3.log,n9-3,,40354,0,1012,97,1.440900e+04,1.440900e+04,0.00%,1888
test13183895.run309.neos-1061020.log,neos-1061020,,748,0,281.1,527,-1.427453e+05,-1.427453e+05,0.00%,48.84
test13183895.run310.neos-1067731.log,neos-1067731,,746011,185478,386.9,303,9.407938e+05,1.025102e+06,8.22%,7200
test13183895.run311.neos-1112782.log,neos-1112782,,451,32,315.7,50,5.382266e+11,5.756696e+11,6.50%,2840
test13183895.run312.neos-1112787.log,neos-1112787,,1060,0,722.7,42,5.654448e+11,5.654448e+11,0.00%,110
test13183895.run313.neos-1122047.log,neos-1122047,,1,0,0.0,18,1.610000e+02,1.610000e+02,0.00%,2.03
test13183895.run314.neos-1140050.log,neos-1140050,,11677,6998,2254,148,5.071739e+06,--,Inf,7200
test13183895.run315.neos-1171448.log,neos-1171448,,1,0,0.0,10,-3.090000e+02,-3.090000e+02,0.00%,0.61
test13183895.run316.neos-1171737.log,neos-1171737,,36721,0,394.8,17,-1.950000e+02,-1.950000e+02,0.00%,234
test13183895.run317.neos-1223462.log,neos-1223462,,1,0,3527,0,-7.510000e+02,-7.510000e+02,0.00%,1.31
test13183895.run318.neos-1324574.log,neos-1324574,,16666,0,409.3,424,8.000000e+00,8.000000e+00,0.00%,125
test13183895.run319.neos-1330346.log,neos-1330346,,30645,0,850.7,340,8.000000e+00,8.000000e+00,0.00%,417
test13183895.run320.neos-1337307.log,neos-1337307,,36194,0,27.8,80,-2.023190e+05,-2.023190e+05,0.00%,53.80
test13183895.run321.neos-1354092.log,neos-1354092,,148286,104471,330.2,367,4.600000e+01,--,Inf,7200
test13183895.run322.neos-1367061.log,neos-1367061,,1,0,0.0,0,3.132046e+07,3.132046e+07,0.00%,2.80
test13183895.run323.neos-1396125.log,neos-1396125,,18149,0,88.6,27,3.000045e+03,3.000045e+03,0.00%,22.68
test13183895.run324.neos-1425699.log,neos-1425699,,1,0,1.0,0,3.179699e+09,3.179699e+09,0.00%,0.04
test13183895.run325.neos-1430701.log,neos-1430701,,3847,0,31.2,10,-7.700000e+01,-7.700000e+01,0.00%,0.83
test13183895.run326.neos-1442119.log,neos-1442119,,26168313,1148165,65.3,6,-1.820000e+02,-1.810000e+02,0.55%,7200
test13183895.run327.neos-1445532.log,neos-1445532,,1,0,178.0,52,-1.704100e+04,-1.704100e+04,0.00%,0.42
test13183895.run328.neos-1445738.log,neos-1445738,,1,0,14521,186,-1.738000e+04,-1.738000e+04,0.00%,6.88
test13183895.run329.neos-1445743.log,neos-1445743,,6,0,1696,204,-1.790500e+04,-1.790500e+04,0.00%,7.07
test13183895.run330.neos-1445765.log,neos-1445765,,29,0,530.4,139,-1.778300e+04,-1.778300e+04,0.00%,7.76
test13183895.run331.neos-1456979.log,neos-1456979,,5741,0,282.0,199,1.760000e+02,1.760000e+02,0.00%,56.28
test13183895.run332.neos-1516309.log,neos-1516309,,1,0,4.0,3,3.595400e+04,3.595400e+04,0.00%,0.47
test13183895.run333.neos-1582420.log,neos-1582420,,383,0,227.5,69,9.100000e+01,9.100000e+01,0.00%,8.06
test13183895.run334.neos-1593097.log,neos-1593097,,646837,214735,403.0,155,2.104688e+04,2.313600e+04,9.03%,7200
test13183895.run335.neos-1599274.log,neos-1599274,,1,0,15.0,0,3.207560e+04,3.207560e+04,0.00%,0.36
test13183895.run336.neos-1601936.log,neos-1601936,,3326,0,742.1,222,3.000000e+00,3.000000e+00,0.00%,99.04
test13183895.run337.neos-1603965.log,neos-1603965,,1817271,820698,49.0,253,6.196366e+08,6.205666e+08,0.15%,7200
test13183895.run338.neos-1605061.log,neos-1605061,,6429,0,766.3,118,1.200000e+01,1.200000e+01,0.00%,198
test13183895.run339.neos16.log,neos16,,958990,0,15.9,58,4.460000e+02,4.460000e+02,0.00%,121
test13183895.run340.neos17.log,neos17,,10161,0,17.5,1,1.500026e-01,1.500026e-01,0.00%,5.86
test13183895.run341.neos18.log,neos18,,600,28,110.5,64,1.600000e+01,1.600000e+01,0.00%,2.53
test13183895.run342.neos-2075418-temuka.log,neos-2075418-temuka,,1,0,0.0,0,1.000000e+30,--,0.00%,2624
test13183895.run343.neos-2294525-abba.log,neos-2294525-abba,,75268,0,68.4,176,3.211522e+02,3.211522e+02,0.00%,471
test13183895.run344.neos22.log,neos22,,3,0,72.3,0,7.797150e+05,7.797150e+05,0.00%,0.41
test13183895.run345.neos-2328163-agri.log,neos-2328163-agri,,106419,0,252.7,205,2.767400e+04,2.767400e+04,0.00%,699
test13183895.run346.neos-2624317-amur.log,neos-2624317-amur,,7191,0,21.8,76,3.522397e+00,3.522397e+00,0.00%,2.25
test13183895.run347.neos-2626858-aoos.log,neos-2626858-aoos,,2369,0,14.7,29,1.000000e+30,--,0.00%,0.88
test13183895.run348.neos-2652786-brda.log,neos-2652786-brda,,794408,0,10.1,58,4.792500e+00,4.792500e+00,0.00%,76.37
test13183895.run349.neos-2656603-coxs.log,neos-2656603-coxs,,37484,0,12.2,49,1.000000e+30,--,0.00%,4.99
test13183895.run350.neos-2657525-crna.log,neos-2657525-crna,,2012019,0,14.3,49,1.810748e+00,1.810748e+00,0.00%,212
test13183895.run351.neos-2669500-cust.log,neos-2669500-cust,,1,0,0.0,0,2.242000e+03,2.242000e+03,0.00%,6.81
test13183895.run352.neos-2746589-doon.log,neos-2746589-doon,,628,0,29.6,10,2.008200e+03,2.008200e+03,0.00%,14.95
test13183895.run353.neos-2978193-inde.log,neos-2978193-inde,,2514,0,48.9,0,-2.388062e+00,-2.388062e+00,0.00%,9.00
test13183895.run354.neos-2987202-jeir.log,neos-2987202-jeir,,50930,0,43.0,68,-1.836136e+09,-1.836136e+09,0.00%,2754
test13183895.run355.neos-2987310-joes.log,neos-2987310-joes,,1,0,19.0,0,-6.077030e+08,-6.077030e+08,0.00%,2.99
test13183895.run356.neos2.log,neos2,,9808,0,177.7,74,4.548647e+02,4.548647e+02,0.00%,232
test13183895.run357.neos-3004026-krka.log,neos-3004026-krka,,1,0,0.0,0,0.000000e+00,0.000000e+00,0.00%,1.84
test13183895.run358.neos-3024952-loue.log,neos-3024952-loue,,2538522,69885,64.4,429,2.668225e+04,2.676600e+04,0.31%,7200
test13183895.run359.neos-3025225-shelon.log,neos-3025225-shelon,,34771,0,153.0,75,7.727273e-01,7.727273e-01,0.00%,1712
test13183895.run360.neos-3045796-mogo.log,neos-3045796-mogo,,2,0,556.5,0,-1.750000e+02,-1.750000e+02,0.00%,1.41
test13183895.run361.neos-3046601-motu.log,neos-3046601-motu,,8,0,91.4,0,1.459000e+03,1.459000e+03,0.00%,0.40
test13183895.run362.neos-3046615-murg.log,neos-3046615-murg,,3561,0,6.8,0,1.600000e+03,1.600000e+03,0.00%,1.01
test13183895.run363.neos-3048764-nadi.log,neos-3048764-nadi,,1,0,0.0,0,-3.883988e+09,-3.883988e+09,0.00%,0.10
test13183895.run364.neos-3065804-namu.log,neos-3065804-namu,,1,0,0.0,0,0.000000e+00,0.000000e+00,0.00%,13.96
test13183895.run365.neos-3072252-nete.log,neos-3072252-nete,,15571,0,15.3,22,1.180770e+07,1.180770e+07,0.00%,13.42
test13183895.run366.neos-3075395-nile.log,neos-3075395-nile,,1,0,690.0,14,6.021720e+06,6.021720e+06,0.00%,1.46
test13183895.run367.neos-3083784-nive.log,neos-3083784-nive,,3109856,0,17.9,30,2.785100e+04,2.785100e+04,0.00%,1148
test13183895.run368.neos-3083819-nubu.log,neos-3083819-nubu,,1836,0,9.3,39,6.307996e+06,6.307996e+06,0.00%,0.99
test13183895.run369.neos-3116779-oban.log,neos-3116779-oban,,1,0,0.0,0,0.000000e+00,0.000000e+00,0.00%,0.09
test13183895.run370.neos-3118745-obra.log,neos-3118745-obra,,304761,0,15.0,5,2.550000e+02,2.550000e+02,0.00%,32.82
test13183895.run372.neos-3148108-pahi.log,neos-3148108-pahi,,1,0,0.0,0,0.000000e+00,0.000000e+00,0.00%,1.58
test13183895.run373.neos-3209462-rhin.log,neos-3209462-rhin,,10685,2055,1389,127,0.000000e+00,1.400000e+01,100.0%,7200
test13183895.run374.neos-3209519-ruhr.log,neos-3209519-ruhr,,1743080,0,40.0,172,4.675000e+02,4.675000e+02,0.00%,4347
test13183895.run375.neos-3211096-shag.log,neos-3211096-shag,,19573098,1217,42.3,176,0.000000e+00,--,Inf,7200
test13183895.run376.neos-3214367-sovi.log,neos-3214367-sovi,,4713,26,19910,1485,1.781354e+05,--,Inf,7200
test13183895.run377.neos-3216931-puriri.log,neos-3216931-puriri,,146,0,1649,218,7.132000e+04,7.132000e+04,0.00%,20.92
test13183895.run379.neos-3226448-wkra.log,neos-3226448-wkra,,1,0,0.0,0,0.000000e+00,0.000000e+00,0.00%,0.47
test13183895.run384.neos-3237086-abava.log,neos-3237086-abava,,15631,817,1088,1199,0.000000e+00,--,Inf,7200
test13183895.run386.neos-3352863-ancoa.log,neos-3352863-ancoa,,184943,3869,453.0,63,2.740000e+04,2.880000e+04,4.86%,7200
test13183895.run387.neos-3354841-apure.log,neos-3354841-apure,,2,0,20.5,37,4.880000e+04,4.880000e+04,0.00%,602
test13183895.run388.neos-3372571-onahau.log,neos-3372571-onahau,,115708,21292,746.9,87,4.020608e-01,4.110552e-01,2.19%,7200
test13183895.run389.neos-3373491-avoca.log,neos-3373491-avoca,,31137359,11536517,1.7,117,2.170935e+10,2.759071e+10,21.3%,7200
test13183895.run390.neos-3381206-awhea.log,neos-3381206-awhea,,1,0,14397,10,4.530000e+02,4.530000e+02,0.00%,1.93
test13183895.run391.neos-3402294-bobin.log,neos-3402294-bobin,,287,0,77.9,53,6.725000e-02,6.725000e-02,0.00%,15.30
test13183895.run392.neos-3402454-bohle.log,neos-3402454-bohle,,287,225,1044,468,6.725000e-02,--,Inf,7200
test13183895.run393.neos-3421095-cinca.log,neos-3421095-cinca,,1543564,0,5.9,2,4.426979e+07,4.426979e+07,0.00%,258
test13183895.run394.neos-3437289-erdre.log,neos-3437289-erdre,,1,0,0.0,0,0.000000e+00,0.000000e+00,0.00%,0.28
test13183895.run395.neos-3530903-gauja.log,neos-3530903-gauja,,4072026,1675231,141.3,303,1.634894e+02,1.680000e+02,2.68%,7200
test13183895.run396.neos-3530905-gaula.log,neos-3530905-gaula,,5943770,3546943,95.9,162,1.506536e+02,1.590000e+02,5.25%,7200
test13183895.run397.neos-3555904-turama.log,neos-3555904-turama,,1,0,0.0,0,-3.470000e+01,-3.470000e+01,0.00%,7.97
test13183895.run398.neos-3572885-glina.log,neos-3572885-glina,,1,0,0.0,0,0.000000e+00,0.000000e+00,0.00%,4.02
test13183895.run399.neos-3581454-haast.log,neos-3581454-haast,,2546176,171101,48.2,73,2.192577e+03,2.295000e+03,4.46%,7200
test13183895.run400.neos-3592146-hawea.log,neos-3592146-hawea,,32801,0,58.7,64,1.546580e+07,1.546580e+07,0.00%,92.09
test13183895.run401.neos-3610040-iskar.log,neos-3610040-iskar,,2,0,378.5,12,3.700000e+01,3.700000e+01,0.00%,0.15
test13183895.run402.neos-3610051-istra.log,neos-3610051-istra,,26,0,57.2,8,4.900000e+01,4.900000e+01,0.00%,0.28
test13183895.run403.neos-3610173-itata.log,neos-3610173-itata,,2,0,627.5,13,1.480000e+02,1.480000e+02,0.00%,0.27
test13183895.run404.neos-3611447-jijia.log,neos-3611447-jijia,,28,0,27.0,3,1.070000e+02,1.070000e+02,0.00%,0.19
test13183895.run405.neos-3611689-kaihu.log,neos-3611689-kaihu,,24,0,103.5,40,1.190000e+02,1.190000e+02,0.00%,0.32
test13183895.run406.neos-3627168-kasai.log,neos-3627168-kasai,,706452,0,11.3,93,9.885856e+05,9.885856e+05,0.00%,541
test13183895.run407.neos-3631363-vilnia.log,neos-3631363-vilnia,,24235,0,1387,37,1.000000e+30,--,0.00%,2773
test13183895.run408.neos-3636886-kereu.log,neos-3636886-kereu,,39297,0,58.9,6,1.000018e+08,1.000018e+08,0.00%,136
test13183895.run410.neos-3656078-kumeu.log,neos-3656078-kumeu,,37788,256,2288,727,-1.341226e+04,-1.308100e+04,2.47%,7200
test13183895.run411.neos-3660371-kurow.log,neos-3660371-kurow,,131001,0,69.4,41,2.270850e+03,2.270850e+03,0.00%,188
test13183895.run412.neos-3661949-lesse.log,neos-3661949-lesse,,1,0,0.0,0,6.890000e+08,6.890000e+08,0.00%,0.08
test13183895.run413.neos-3665875-lesum.log,neos-3665875-lesum,,2455,0,389.4,179,3.274810e+03,3.274810e+03,0.00%,48.95
test13183895.run415.neos-3696678-lyvia.log,neos-3696678-lyvia,,1,0,0.0,0,8.375000e+01,8.375000e+01,0.00%,0.10
test13183895.run417.neos-3699377-maori.log,neos-3699377-maori,,4374,0,33.7,4,1.358772e+05,1.358772e+05,0.00%,22.24
test13183895.run418.neos-3703351-marne.log,neos-3703351-marne,,1189,0,17.4,9,3.170562e+05,3.170562e+05,0.00%,5.32
test13183895.run420.neos-3734794-moppy.log,neos-3734794-moppy,,8359587,817532,14.7,0,5.900429e+09,5.900906e+09,0.01%,7200
test13183895.run421.neos-3754480-nidda.log,neos-3754480-nidda,,43955457,0,5.7,23,1.294174e+04,1.294174e+04,0.00%,1857
test13183895.run422.neos-3755335-nizao.log,neos-3755335-nizao,,1,0,0.0,984,5.003016e+01,5.003016e+01,0.00%,4.35
test13183895.run423.neos-3759587-noosa.log,neos-3759587-noosa,,1,0,0.0,33,4.833447e+01,4.833447e+01,0.00%,2.88
test13183895.run424.neos-3761878-oglio.log,neos-3761878-oglio,,2116,0,20.1,16,4.227690e+05,4.227690e+05,0.00%,4.65
test13183895.run425.neos-3762025-ognon.log,neos-3762025-ognon,,17315717,0,8.1,16,6.071715e+05,6.071715e+05,0.00%,4807
test13183895.run426.neos-3988577-wolgan.log,neos-3988577-wolgan,,542,0,737.9,186,1.000000e+30,--,0.00%,138
test13183895.run427.neos-4165869-wannon.log,neos-4165869-wannon,,3238819,84858,90.3,14,2.914437e+02,2.930000e+02,0.53%,7200
test13183895.run428.neos-4260495-otere.log,neos-4260495-otere,,44,0,1527,43,5.290000e+03,5.290000e+03,0.00%,14.11
test13183895.run429.neos-4295773-pissa.log,neos-4295773-pissa,,2846,862,5992,4379,1.807345e-02,4.367272e-02,58.6%,7200
test13183895.run430.neos-4300652-rahue.log,neos-4300652-rahue,,5,0,15432,1442,2.141600e+00,2.141600e+00,0.00%,34.52
test13183895.run431.neos-4321076-ruwer.log,neos-4321076-ruwer,,9501,4232,2014,81,1.941386e+03,2.198100e+03,11.7%,7200
test13183895.run432.neos-4322846-ryton.log,neos-4322846-ryton,,175,0,235.6,138,4.198484e-01,4.198484e-01,0.00%,52.48
test13183895.run433.neos-4332801-seret.log,neos-4332801-seret,,6659,0,35.7,44,2.798355e+05,2.798355e+05,0.00%,312
test13183895.run434.neos-4332810-sesia.log,neos-4332810-sesia,,1642,0,60.8,118,2.184976e+04,2.184976e+04,0.00%,311
test13183895.run435.neos-4333464-siret.log,neos-4333464-siret,,1592,0,1128,103,2.478582e+01,2.478582e+01,0.00%,68.27
test13183895.run436.neos-4333596-skien.log,neos-4333596-skien,,118483,0,7.9,4,-1.461073e+07,-1.461073e+07,0.00%,15.42
test13183895.run437.neos-4335793-snake.log,neos-4335793-snake,,1,1,9408298,2381,1.778578e+01,--,Inf,7200
test13183895.run438.neos-4338804-snowy.log,neos-4338804-snowy,,37862645,0,12.0,68,1.471000e+03,1.471000e+03,0.00%,4542
test13183895.run439.neos-4343293-stony.log,neos-4343293-stony,,4662,1,5895,1224,4.264191e+01,4.638473e+01,8.07%,7200
test13183895.run440.neos-4359986-taipa.log,neos-4359986-taipa,,2,0,316.0,0,6.980000e+01,6.980000e+01,0.00%,2.43
test13183895.run441.neos-4382714-ruvuma.log,neos-4382714-ruvuma,,249054,3082,300.1,1261,0.000000e+00,--,Inf,7200
test13183895.run442.neos-4387871-tavua.log,neos-4387871-tavua,,17,0,21647,379,3.338473e+01,3.338473e+01,0.00%,140
test13183895.run443.neos-4391920-timok.log,neos-4391920-timok,,2,0,284.0,151,5.455408e-03,5.455408e-03,0.00%,22.08
test13183895.run444.neos-4393408-tinui.log,neos-4393408-tinui,,228,0,312.4,0,3.754981e+02,3.754981e+02,0.00%,11.29
test13183895.run445.neos-4408804-prosna.log,neos-4408804-prosna,,4,0,189149,355,1.306000e+03,1.306000e+03,0.00%,826
test13183895.run446.neos-4409277-trave.log,neos-4409277-trave,,830,0,715.6,1473,3.000000e+00,3.000000e+00,0.00%,381
test13183895.run447.neos-4413714-turia.log,neos-4413714-turia,,4,0,1149,26,4.537017e+01,4.537017e+01,0.00%,23.43
test13183895.run449.neos-4532248-waihi.log,neos-4532248-waihi,,134,0,363.8,98,6.160000e+01,6.160000e+01,0.00%,50.92
test13183895.run450.neos-4647030-tutaki.log,neos-4647030-tutaki,,7379674,4982272,1.9,2,2.726519e+04,2.726571e+04,0.00%,4299
test13183895.run451.neos-4650160-yukon.log,neos-4650160-yukon,,16226778,6543879,22.4,40,5.058621e+01,5.988498e+01,15.5%,7200
test13183895.run452.neos-4703857-ahuroa.log,neos-4703857-ahuroa,,3,0,3.0,0,7.868281e+09,7.868281e+09,0.00%,13.24
test13183895.run453.neos-4722843-widden.log,neos-4722843-widden,,142,0,157.8,0,2.500966e+04,2.500966e+04,0.00%,7.86
test13183895.run454.neos-4724674-aorere.log,neos-4724674-aorere,,1528,0,31.6,21,8.609198e+03,8.609198e+03,0.00%,13.37
test13183895.run455.neos-4736745-arroux.log,neos-4736745-arroux,,7701,0,56.2,52,2.473453e+08,2.473453e+08,0.00%,273
test13183895.run456.neos-4738912-atrato.log,neos-4738912-atrato,,18301,0,25.3,139,2.836280e+08,2.836280e+08,0.00%,39.34
test13183895.run457.neos-4754521-awarau.log,neos-4754521-awarau,,1,0,0.0,0,0.000000e+00,0.000000e+00,0.00%,13.71
test13183895.run458.neos-4760493-puerua.log,neos-4760493-puerua,,429,0,162.4,134,2.665458e+03,2.665458e+03,0.00%,36.75
test13183895.run459.neos-4763324-toguru.log,neos-4763324-toguru,,657,0,193.7,334,1.613039e+03,1.613039e+03,0.00%,62.00
